term,n_words,freq,doc_freq,PMI,LRent,in_reference,status
同 种 类型,3,4,4,10.895,5.589,False,new
如果 没有 大量,3,4,2,10.895,6.474,False,new
购买 多 处,3,4,4,10.895,8.214,False,new
条件 持续 改善,3,3,2,10.895,7.446,False,new
上海 市政府 副,3,3,2,10.895,7.184,False,new
改革 委员会 制定,3,3,3,10.895,8.469,False,new
棋 的 涅波,3,3,3,10.894,3.708,False,new
分析 认为 广发,3,3,3,10.894,6.853,False,new
田凯 不 再,3,3,3,10.894,5.916,False,new
前 开始 带领,3,3,3,10.894,8.082,False,new
起 为 BBC,3,4,4,10.893,6.854,False,new
吧 我们 看到,3,4,4,10.893,7.473,False,new
AI 与 玩具,3,4,2,10.893,6.699,False,new
信仰 对 社会主义,3,3,3,10.893,5.272,False,new
稳 赢 可,3,3,3,10.893,8.258,False,new
尽管 许多 美国,3,3,3,10.893,6.965,False,new
规划 和 自然资源,3,6,3,10.892,6.863,False,new
香蕉 为 例,3,4,4,10.892,4.337,False,new
岁 游泳 这,3,4,2,10.892,8.057,False,new
社会 造福 人民,3,4,2,10.892,8.892,False,new
项目 后 委托,3,3,3,10.892,8.063,False,new
上 最 致命,3,3,3,10.892,7.062,False,new
国 家 药监局,3,35,6,10.891,6.196,False,new
用 地 面积,3,13,4,10.891,8.829,False,new
工作 办公室 主任,3,5,3,10.891,9.753,False,new
教育 启动 之后,3,3,3,10.891,6.918,False,new
更新 模式 创新,3,3,3,10.891,7.542,False,new
户数 最 多,3,3,3,10.891,6.085,False,new
该 组织 提交,3,3,3,10.891,6.376,False,new
还有 另 一个,3,5,5,10.89,9.013,False,new
为什 么 大学,3,4,4,10.89,7.872,False,new
方 可 提出,3,4,4,10.89,6.013,False,new
促进 世界 和平,3,11,11,10.889,6.125,False,new
少 未 按,3,3,3,10.889,6.654,False,new
肺炎 疫情 影响,3,3,2,10.889,5.489,False,new
推进 新型 城镇,3,3,2,10.888,7.597,False,new
生态 环境 立法,3,4,2,10.887,7.923,False,new
家 族 一直,3,4,4,10.887,7.807,False,new
例如 全球 曾,3,4,4,10.887,5.294,False,new
是 其 必备,3,4,4,10.887,5.241,False,new
强烈 的 责任感,3,3,3,10.887,4.705,False,new
家 实际 看见,3,3,3,10.887,6.629,False,new
环境 对 人体,3,3,2,10.886,6.634,False,new
践行 符合 新,3,3,3,10.886,7.593,False,new
它 让 美丽,3,3,3,10.886,5.351,False,new
是 风格 鲜明,3,3,3,10.886,7.661,False,new
创新 人才 培养,3,3,3,10.886,8.645,False,new
国际 地位 相,3,3,3,10.886,7.766,False,new
新华社 北京 10月,3,6,6,10.885,5.731,False,new
表达 双方 都,3,4,4,10.885,8.637,False,new
总是 和 棋,3,3,3,10.885,5.872,False,new
项目 并 建造,3,3,3,10.885,8.321,False,new
因为 他们 几乎,3,3,3,10.885,6.498,False,new
家 只要 简单,3,3,3,10.885,6.655,False,new
积极 影响 而且,3,3,3,10.885,8.22,False,new
游 得 还,3,3,3,10.884,8.073,False,new
注意 到 本次,3,3,3,10.883,6.707,False,new
碰撞 上海 合作,3,4,4,10.882,6.31,False,new
上海 精神 引领,3,4,4,10.882,6.621,False,new
代表 等 亲切,3,4,2,10.882,7.121,False,new
它 还 用于,3,4,4,10.882,7.014,False,new
利用 能力 确保,3,3,3,10.882,9.09,False,new
人民 为 中心的,3,26,19,10.881,6.95,False,new
设施 项目 投入,3,4,4,10.881,6.016,False,new
保护 策略 这种,3,4,4,10.881,9.301,False,new
政首 新 中国,3,3,3,10.881,5.742,False,new
基础 设施 条件,3,3,3,10.881,7.192,False,new
转化 为 老百姓,3,3,3,10.88,6.269,False,new
采访 届 全国,3,6,6,10.879,8.099,False,new
项目 建筑 高度,3,3,3,10.879,8.694,False,new
规定 本 应,3,3,3,10.879,7.534,False,new
新 三板 市场,3,6,2,10.878,10.11,False,new
应对 澎湃 国际,3,6,6,10.878,8.756,False,new
顾某 等 人,3,4,4,10.878,5.043,False,new
案例 其中 名,3,3,3,10.878,7.646,False,new
交织 上海 合作,3,5,5,10.877,6.585,False,new
重要 意义 因此,3,4,4,10.877,6.264,False,new
强 的 耐寒性,3,4,4,10.877,4.032,False,new
至 之间 融资,3,3,3,10.877,9.139,False,new
亚洲 被 发现,3,4,4,10.876,7.373,False,new
优势 在 外汇,3,3,3,10.876,5.52,False,new
需求 深化 思想,3,3,3,10.876,8.272,False,new
抵 等 方式,3,3,3,10.876,6.191,False,new
规划 制度 规范,3,3,3,10.876,8.232,False,new
申请 经 公司,3,3,3,10.876,9.754,False,new
截至 2023年 12月,3,6,6,10.875,5.039,False,new
截至 2024年 6月,3,5,5,10.875,4.742,False,new
吸引 近 名,3,4,4,10.875,8.476,False,new
如何 严峻 我们,3,3,3,10.875,9.337,False,new
彼此 的 了解,3,3,2,10.875,5.363,False,new
候查 的 公告,3,3,3,10.874,2.884,False,new
防控 生态 修复,3,3,3,10.874,5.634,False,new
农村 基本 经营,3,3,2,10.874,8.384,False,new
连 接 起,3,6,6,10.873,8.911,False,new
各种 重大 风险,3,3,3,10.873,7.922,False,new
让 生态 福祉,3,3,3,10.873,5.606,False,new
男人 不 过,3,3,3,10.873,5.669,False,new
公开 信息 显示,3,5,5,10.872,4.699,False,new
预示 着 家,3,4,4,10.872,7.728,False,new
仅 为 初创,3,4,4,10.872,4.109,False,new
消耗 的 城镇化,3,3,3,10.872,4.581,False,new
愿意 在 某些,3,3,3,10.872,6.464,False,new
同 杨冬 还,3,3,3,10.872,7.92,False,new
经贸 上 深度,3,4,4,10.871,7.341,False,new
峰会 在 西安,3,4,4,10.871,6.695,False,new
建设 安全 舒适,3,3,3,10.871,6.893,False,new
例如 由 基金,3,3,3,10.871,5.464,False,new
产 能 合作,3,8,4,10.87,6.564,False,new
以上 工业 企业,3,8,3,10.87,8.61,False,new
区域 重大 战略,3,6,3,10.87,8.796,False,new
为 公开 招聘,3,4,4,10.87,8.837,False,new
城市 内涵式 发展,3,3,3,10.87,9.699,False,new
基金 收益 水平,3,3,3,10.87,7.128,False,new
脱欧 的 负面,3,3,3,10.87,2.552,False,new
2016年 出发 到,3,7,7,10.869,9.17,False,new
莫过于 为 人民,3,3,3,10.869,6.123,False,new
子 不 断,3,3,3,10.869,6.566,False,new
没有 绝对 安全,3,3,3,10.869,8.966,False,new
种植 的 马铃薯,3,4,4,10.868,4.566,False,new
就 没有 理由,3,4,4,10.868,7.555,False,new
党 深刻 认识,3,3,3,10.868,6.851,False,new
上半年 则 重点,3,3,3,10.868,7.287,False,new
第一 个 百年,3,17,10,10.867,7.054,False,new
小康 社会 实现,3,8,8,10.867,5.893,False,new
6月 25日 至,3,3,3,10.867,9.137,False,new
认为 全球 香蕉,3,4,4,10.866,7.623,False,new
要 适度 积极,3,3,3,10.866,8.77,False,new
输 了 局,3,3,3,10.866,6.654,False,new
上 弘扬 伟大,3,6,2,10.865,8.54,False,new
股 价 表现,3,6,4,10.865,6.999,False,new
已 成功 举办,3,5,5,10.865,9.505,False,new
安全 防线 建设,3,4,4,10.865,9.182,False,new
距离 甚至 就,3,4,4,10.865,7.772,False,new
临床 价 值,3,4,2,10.865,7.458,False,new
厌倦 了 党,3,4,2,10.865,3.744,False,new
做 一些 文章,3,3,3,10.865,8.358,False,new
试点 在 地下水,3,3,3,10.865,5.773,False,new
文学 音乐 家,3,3,3,10.865,8.706,False,new
来 迫使 较,3,3,3,10.865,8.169,False,new
率先 开展 国际,3,4,4,10.864,7.859,False,new
大力 推进 农村,3,4,3,10.864,7.447,False,new
依赖 于 地方,3,4,4,10.864,7.455,False,new
鼓励 社会 资本,3,4,4,10.863,5.962,False,new
内容 是 该书,3,4,4,10.863,6.607,False,new
每 篇 都,3,4,4,10.863,8.169,False,new
正义 合作 共,3,3,3,10.863,6.061,False,new
赢 大 主流,3,3,3,10.863,5.795,False,new
事件 发生 后,3,7,7,10.862,7.519,False,new
上海 精神 注入,3,4,4,10.862,6.343,False,new
10月 1日 起,3,4,3,10.862,8.002,False,new
讨论 时 强调,3,3,3,10.862,6.834,False,new
市场 和 有为,3,3,3,10.862,5.179,False,new
价 值 在于,3,3,2,10.862,9.006,False,new
代 棋手 不,3,3,3,10.862,8.124,False,new
仅 为 节余,3,3,3,10.862,2.287,False,new
工具 而 广发,3,3,3,10.862,6.056,False,new
多 大 學生,3,8,8,10.861,5.567,False,new
后 户籍 政策,3,4,4,10.861,10.413,False,new
尊重 人民 创造,3,3,3,10.861,6.578,False,new
竞争 着力 建设,3,3,3,10.861,8.332,False,new
捐款 也 没有,3,3,3,10.861,8.053,False,new
指数 基金 总,3,3,3,10.861,7.153,False,new
7亿 元 成为,3,3,3,10.861,6.406,False,new
全体 人民 共同,3,5,4,10.86,7.907,False,new
共同 理念 正式,3,4,4,10.86,8.401,False,new
适应性 在 面对,3,4,4,10.86,6.756,False,new
责任 公司 注册,3,3,3,10.86,6.879,False,new
改革 激发 创新,3,4,2,10.859,9.062,False,new
着 全民 参与,3,3,3,10.859,10.113,False,new
这 条 裙子,3,3,2,10.859,6.565,False,new
推进 城乡 融合,3,3,2,10.859,7.153,False,new
数据 来 源,3,53,20,10.858,6.215,False,new
不 通 高校,3,4,4,10.858,9.073,False,new
一体化 多 策略,3,3,3,10.858,7.083,False,new
院士 专 家,3,5,4,10.857,8.459,False,new
塔吉克斯坦 发展 振兴,3,4,4,10.857,6.283,False,new
中亚 机制 建设,3,4,4,10.857,6.558,False,new
要 弘扬 伟大,3,4,2,10.857,7.015,False,new
电动 汽车 产品,3,4,2,10.857,7.657,False,new
总 要求 明确,3,3,2,10.857,8.179,False,new
起 团结 奋斗,3,3,3,10.856,8.148,False,new
课业 也 有,3,3,3,10.856,6.653,False,new
次 大 饥荒,3,4,4,10.855,4.692,False,new
复兴 新 征程,3,4,2,10.854,3.386,False,new
典型 的 例子,3,6,6,10.853,4.558,False,new
文明 倡议 方面,3,4,4,10.853,7.073,False,new
层面 的 协调性,3,4,4,10.853,5.654,False,new
这种 鸡 主要,3,4,4,10.853,8.058,False,new
调查 处理 同时,3,3,3,10.853,7.201,False,new
停止 在 涉嫌,3,3,3,10.853,6.265,False,new
只 上 清,3,6,3,10.852,7.267,False,new
条例 指出 要,3,3,3,10.852,8.618,False,new
比如 2022年 我国,3,3,3,10.852,6.146,False,new
关税 及 其他,3,3,3,10.852,8.366,False,new
地方 政府 债券,3,6,6,10.851,6.139,False,new
全球 气候 变化,3,5,4,10.851,7.799,False,new
这 突破 打破,3,4,4,10.851,6.442,False,new
记者 又 联系,3,4,2,10.851,6.494,False,new
后 实体 具有,3,4,4,10.851,10.583,False,new
制度 后续 进行,3,3,3,10.851,10.287,False,new
试点 是 特定,3,3,3,10.851,7.257,False,new
总书记 绿水青山 就,3,3,3,10.851,6.074,False,new
向往 曾 有,3,3,3,10.851,7.015,False,new
他们 曾 告诉,3,3,3,10.851,6.08,False,new
没 想 过,3,5,5,10.85,8.599,False,new
这样 的 花色,3,4,4,10.85,4.022,False,new
会议 指出 经过,3,3,2,10.85,7.892,False,new
上 又 顺应,3,4,4,10.849,8.382,False,new
长 到 接近,3,4,4,10.849,7.746,False,new
一些 课程 要,3,3,3,10.849,9.973,False,new
瞩目 当时 不,3,3,3,10.849,7.164,False,new
长 达 天,3,3,3,10.849,8.101,False,new
cn 注意 到,3,3,3,10.849,6.148,False,new
成员国 积极 同,3,4,4,10.848,7.079,False,new
意义 和 深远,3,4,4,10.848,5.388,False,new
人均 为 教师,3,4,4,10.848,6.517,False,new
位 在 安吉县,3,3,3,10.848,4.392,False,new
规定 第三 条,3,4,4,10.847,8.439,False,new
第三 条 规定,3,4,4,10.847,6.989,False,new
最新 数据 目前,3,3,3,10.847,7.167,False,new
乘用车 市场 信息,3,3,3,10.847,6.832,False,new
一致 行动 人,3,5,5,10.846,8.583,False,new
提及 的 忻州,3,4,4,10.846,4.137,False,new
全国 人大 法律,3,3,2,10.846,8.213,False,new
部署 会议 强调,3,3,3,10.846,6.539,False,new
地 沟通 交流,3,3,3,10.846,8.966,False,new
呼吁 国际 社会,3,10,4,10.845,7.798,False,new
能力 实现 中华民族,3,9,9,10.845,6.804,False,new
地区 和平 稳定,3,5,4,10.845,8.143,False,new
工作组 对 网络,3,4,4,10.845,6.693,False,new
党 管 干部,3,3,3,10.845,8.424,False,new
越 多 厂商,3,3,3,10.845,6.555,False,new
乡村 旅游 绿色,3,3,3,10.844,8.427,False,new
4月 广发 基金,3,3,3,10.844,7.868,False,new
可能 建立 然而,3,3,3,10.844,5.771,False,new
改革 为 主线,3,12,8,10.843,6.078,False,new
图 2025年 7月,3,4,4,10.843,7.176,False,new
低 耕地 保护,3,3,3,10.843,8.559,False,new
地块 已经 实现,3,3,3,10.843,8.015,False,new
发展 空间 常住,3,3,3,10.842,5.412,False,new
建立 粮食 生产,3,3,3,10.842,8.091,False,new
应 给 予,3,3,3,10.842,8.485,False,new
更 认可 能够,3,3,3,10.842,10.053,False,new
大 股票 集中,3,3,3,10.842,8.701,False,new
2023年 5月 30日,3,4,2,10.841,5.694,False,new
后 养殖 方式,3,4,4,10.841,9.85,False,new
学科 专 家,3,7,5,10.84,9.421,False,new
领域 倾斜 更,3,4,4,10.84,8.545,False,new
页 但 如果,3,4,4,10.84,6.955,False,new
认为 根据 当前,3,3,3,10.84,8.286,False,new
响彻 在 疫情,3,3,3,10.839,4.452,False,new
每 场 重大,3,3,3,10.839,8.05,False,new
郝莹 来 说,3,3,3,10.839,3.189,False,new
国内 首 例,3,3,3,10.839,5.918,False,new
技术 突破 显著,3,3,3,10.839,8.213,False,new
股份 有限公司 下,3,9,8,10.838,7.478,False,new
一些 篇章 不,3,4,4,10.838,9.174,False,new
农民工 等 重点,3,4,2,10.838,7.321,False,new
到底 是 什,3,5,5,10.837,3.205,False,new
管理 债券 指数,3,3,3,10.837,8.416,False,new
下滑 更 谈,3,3,3,10.837,6.115,False,new
时代 之 问,3,8,7,10.836,6.507,False,new
5月 第三 届,3,4,4,10.836,7.547,False,new
党员 干部 特别,3,3,3,10.836,6.621,False,new
绿色 科技 第四,3,3,3,10.836,7.298,False,new
冠军赛 的 参赛,3,3,3,10.836,3.469,False,new
没有 在 加赛,3,3,3,10.836,5.432,False,new
政府 工作 报告,3,47,18,10.835,8.404,False,new
中国 共产党 建党,3,3,3,10.835,5.723,False,new
国务院 批准 后,3,3,3,10.835,6.406,False,new
机制 保障 农民,3,3,3,10.835,8.763,False,new
生态 文明 建设,3,43,18,10.834,9.282,False,new
理论 创新 实践,3,4,4,10.834,7.399,False,new
正 以 前所未有,3,7,7,10.832,5.868,False,new
反对 任何 国,3,4,2,10.832,4.645,False,new
数据 显示 蔚,3,3,3,10.832,4.545,False,new
银 山 是,3,3,3,10.832,7.801,False,new
约 也 就是说,3,3,3,10.832,5.65,False,new
研究 中心 主任,3,13,12,10.831,8.984,False,new
担当 习近平 主席,3,4,4,10.831,7.418,False,new
明显 感觉 到,3,3,3,10.831,10.717,False,new
稳定 维护 香港,3,3,3,10.831,8.977,False,new
努力 建立 有效,3,3,3,10.831,7.458,False,new
冷某 等 人,3,8,4,10.83,6.43,False,new
相关 规定 作出,3,4,4,10.83,8.84,False,new
等级 与 金融,3,3,3,10.83,6.757,False,new
上海 交通 大学,3,17,10,10.829,8.559,False,new
近年 来 中亚,3,4,4,10.829,5.014,False,new
细分 近年 来,3,4,4,10.829,7.683,False,new
近 名 方队,3,3,3,10.828,7.888,False,new
必要 也 非常,3,6,6,10.827,7.438,False,new
机构 应 充分,3,4,4,10.827,7.871,False,new
统计局 与 原,3,3,3,10.827,4.244,False,new
一个 基本 事实,3,3,3,10.827,7.023,False,new
实实在在 的 福祉,3,4,4,10.826,4.614,False,new
条 明确 规定,3,3,3,10.826,6.809,False,new
给 我 留下,3,8,7,10.825,7.389,False,new
质量 安全 承诺,3,4,2,10.825,5.227,False,new
管理 行政 执法,3,3,3,10.825,8.935,False,new
业内人士 对 澎湃,3,3,3,10.825,2.858,False,new
习近平 主席 提出,3,21,8,10.824,6.645,False,new
年 间 经历,3,6,6,10.824,7.166,False,new
党员 总数 为,3,5,5,10.824,10.135,False,new
澎湃 新闻 经,3,4,4,10.824,7.025,False,new
气候 变化 方面,3,3,3,10.824,6.828,False,new
能 最终 带动,3,3,3,10.824,8.061,False,new
建立 健全 绿色,3,3,2,10.824,7.772,False,new
区域 协调 发展,3,19,9,10.823,9.281,False,new
怎 么 做,3,7,7,10.823,7.702,False,new
支 重要 力量,3,3,3,10.823,6.05,False,new
2015年 会议 强调,3,3,3,10.823,5.714,False,new
报告 为 抢,3,3,3,10.823,6.264,False,new
却 因 场,3,3,3,10.823,8.72,False,new
几 年 徐恩孝,3,3,3,10.823,6.991,False,new
除 了 个别,3,3,3,10.823,4.781,False,new
新 能源 汽车,3,107,38,10.822,10.302,False,new
用 实际 行动,3,6,6,10.822,8.196,False,new
推进 生活 垃圾,3,4,4,10.822,6.397,False,new
复兴 中国 梦,3,4,4,10.822,4.182,False,new
为 政首 新,3,3,3,10.822,10.132,False,new
约 特朗普 之后,3,3,3,10.822,6.946,False,new
医学 合作 中心,3,4,4,10.821,7.623,False,new
重大 优先 项目,3,4,4,10.821,8.698,False,new
同 党中央 保持,3,4,3,10.821,7.538,False,new
发生 重大 变化,3,4,4,10.821,7.933,False,new
所谓 的 谱牒,3,4,4,10.821,4.062,False,new
中国 境内 竞争,3,4,4,10.821,7.992,False,new
尤其 考虑 到,3,4,2,10.821,7.872,False,new
阶段 面向 未,3,3,3,10.821,6.478,False,new
说 正是 德国,3,3,3,10.821,9.52,False,new
方面 给 予,3,6,5,10.82,8.498,False,new
有 可能 夺冠,3,3,3,10.82,7.302,False,new
哲学 家 一样,3,3,3,10.82,5.234,False,new
为 有时 像,3,3,3,10.82,10.156,False,new
适应 她 第一,3,3,3,10.82,7.376,False,new
决心 和 信心,3,5,5,10.819,4.21,False,new
夫 表示 今年,3,4,4,10.819,4.853,False,new
1973年 4月 是,3,3,3,10.819,8.312,False,new
选择 哪 条,3,4,4,10.818,9.21,False,new
推动 中国式 现代化,3,3,3,10.818,6.934,False,new
3月 3日 美国,3,3,3,10.818,8.861,False,new
不 便 评论,3,3,3,10.818,8.874,False,new
来 雄安 新区,3,12,6,10.817,8.12,False,new
是 野生 动物,3,4,4,10.817,8.439,False,new
某 投资 项目,3,4,4,10.817,8.107,False,new
价 格 相对,3,3,3,10.817,9.05,False,new
又 届 张,3,3,3,10.816,8.342,False,new
越 少 约,3,3,3,10.816,7.908,False,new
败 的 势头,3,3,3,10.815,4.074,False,new
文明 健康 绿色,3,3,2,10.815,7.515,False,new
想 行 人民,3,8,5,10.814,8.731,False,new
也 强调 无论,3,4,4,10.814,8.321,False,new
家 庭 养殖,3,4,4,10.814,6.939,False,new
时候 它们 下,3,3,3,10.814,5.012,False,new
战争 不 允许,3,3,3,10.814,7.553,False,new
判断 和 决策,3,3,3,10.814,5.655,False,new
担心 时间 问题,3,3,3,10.814,7.032,False,new
产生 重要 影响,3,7,5,10.813,7.863,False,new
中国 携手 各方,3,5,5,10.813,8.086,False,new
30日 电 7月,3,4,4,10.813,5.729,False,new
都 是 克隆,3,4,4,10.813,5.534,False,new
产品 从 论,3,3,3,10.813,7.869,False,new
都 是 实打实,3,3,3,10.813,5.534,False,new
酿酒商 都 是,3,3,3,10.813,6.616,False,new
就 再 下水,3,3,3,10.813,7.031,False,new
尤其 是 白羽,3,4,4,10.812,2.168,False,new
影响力 最 强,3,4,4,10.812,6.574,False,new
耕地 保护 面临,3,3,3,10.812,6.878,False,new
打造 全球 脑机,3,3,3,10.812,4.159,False,new
研究所 对 WTO,3,3,3,10.812,6.889,False,new
可以 被 视为,3,7,3,10.811,8.339,False,new
人士 向 澎湃,3,4,4,10.811,4.756,False,new
习近平 主席 此次,3,8,8,10.81,7.587,False,new
承建 的 哈萨克斯坦,3,4,4,10.81,5.127,False,new
内 多数 人,3,3,3,10.81,9.446,False,new
社会主义 核心 价,3,19,12,10.809,5.812,False,new
17日 首 届,3,3,3,10.809,6.393,False,new
样本 成为 生态,3,3,3,10.809,7.119,False,new
实践 的 知名IP,3,7,7,10.808,4.268,False,new
为 脑机 接口,3,7,4,10.807,9.097,False,new
一带 一路 推动,3,5,5,10.807,5.796,False,new
推动 一带 一路,3,5,3,10.807,4.722,False,new
才 能 保证,3,4,4,10.807,7.755,False,new
来 有些 事情,3,4,2,10.807,7.532,False,new
领域 也 频频,3,3,3,10.807,7.152,False,new
多 因子 取得,3,3,3,10.807,8.002,False,new
今年 6月 初,3,3,3,10.807,5.964,False,new
新华社 北京 3月,3,6,6,10.806,5.601,False,new
推进 一带 一路,3,5,5,10.806,5.309,False,new
经济 改善 民生,3,3,3,10.806,8.294,False,new
整体 规划 制度,3,3,3,10.806,7.478,False,new
总书记 关于 党,3,20,7,10.805,4.08,False,new
共同 构建 人类,3,11,3,10.805,8.623,False,new
层面 还 出现,3,4,4,10.805,7.959,False,new
中央 接 连,3,3,3,10.805,7.438,False,new
运行 情况 显示,3,3,3,10.805,4.549,False,new
主动 管理 广发,3,3,3,10.805,5.97,False,new
澎湃 新闻 表示,3,18,13,10.804,4.341,False,new
思维 和 法治,3,6,6,10.804,6.853,False,new
社会主义 思想 科学,3,5,5,10.804,6.502,False,new
几 个 字,3,4,4,10.804,6.966,False,new
不 紧凑 很,3,3,3,10.804,9.961,False,new
中央 全面 深化,3,12,3,10.803,8.112,False,new
共同体 为 双边,3,4,4,10.803,3.466,False,new
家 庭 医生,3,4,3,10.803,6.607,False,new
这 次 读书会,3,4,4,10.803,5.165,False,new
相关 生意 到,3,4,4,10.803,11.228,False,new
种 情况 而言,3,4,2,10.803,2.723,False,new
认为 在 AI时代,3,4,2,10.803,4.655,False,new
次 下水 时,3,3,3,10.803,6.578,False,new
简称 记录 中国,3,5,5,10.802,6.825,False,new
本 交易 未,3,4,4,10.802,6.8,False,new
农民 通过 资产,3,3,3,10.802,8.071,False,new
互利 合作 坚持,3,6,6,10.801,7.242,False,new
养殖 的 土鸡,3,4,4,10.801,4.629,False,new
他们 了 这时候,3,4,4,10.801,5.111,False,new
有 根 才,3,3,3,10.801,8.16,False,new
联动 机制 高,3,3,3,10.801,7.029,False,new
解释 自己 需要,3,3,3,10.801,9.131,False,new
德裔 群体 中,3,3,3,10.801,7.105,False,new
举行 的 萨摩亚会议,3,3,3,10.801,4.982,False,new
超过 年 遵循,3,3,3,10.801,7.732,False,new
中 创 新药,3,3,3,10.801,9.255,False,new
设施 投资 银行,3,5,4,10.8,6.686,False,new
故事 首先 我们,3,4,4,10.8,8.334,False,new
引进 到 当地,3,4,4,10.8,7.419,False,new
彝族 鸡 来,3,4,4,10.8,6.76,False,new
他 可以 慢,3,3,3,10.8,5.588,False,new
连 续 第二,3,3,2,10.8,8.263,False,new
力争 年 前,3,4,3,10.799,5.664,False,new
议程 的 候选人,3,4,2,10.799,4.948,False,new
早 向 个人,3,3,3,10.799,7.352,False,new
公共 卫生 安全,3,11,3,10.798,8.601,False,new
开展 互利 合作,3,5,5,10.798,8.497,False,new
更加 美好 香港,3,3,3,10.798,9.289,False,new
元 占 全市,3,3,3,10.798,9.718,False,new
需要 有 敏锐,3,3,3,10.798,6.134,False,new
第一 位 队员,3,3,3,10.798,7.732,False,new
存量 竞争 中,3,3,3,10.798,7.409,False,new
全面 建设 社会主义,3,46,23,10.797,7.033,False,new
销量 大幅 增长,3,4,4,10.797,8.234,False,new
鸡种 已经 不,3,4,4,10.797,6.449,False,new
经过 持续 探索,3,3,3,10.797,7.467,False,new
无 他 法,3,3,3,10.797,8.166,False,new
不 少 业内人士,3,3,2,10.797,7.967,False,new
建设 稳步 推进,3,10,2,10.796,10.061,False,new
影响力 持续 提升,3,5,5,10.796,7.957,False,new
国际 战略 研究所,3,5,4,10.796,8.422,False,new
我们 这 一代人,3,4,4,10.796,4.626,False,new
工作 重心 全面,3,3,3,10.796,9.654,False,new
具体 到 退出,3,3,3,10.796,6.596,False,new
共同体 注入 新,3,4,4,10.795,5.674,False,new
改革 完善 房地产,3,3,3,10.795,7.14,False,new
美国 贸易 本质,3,3,3,10.795,6.638,False,new
总统 发布 行政,3,3,3,10.795,7.024,False,new
人才 评 价,3,3,3,10.795,8.141,False,new
有关 负责人 表示,3,4,4,10.794,6.345,False,new
否 应 继续,3,3,3,10.794,6.716,False,new
过去 年 间,3,10,10,10.793,7.094,False,new
说 它们 之间,3,4,4,10.793,8.061,False,new
生命力 是 确保,3,3,3,10.793,6.806,False,new
积极 货币 政策,3,3,3,10.793,8.602,False,new
规定 从 人民法院,3,3,3,10.793,6.918,False,new
是 专业 教练,3,3,3,10.793,7.886,False,new
保护 主体 责任,3,5,5,10.792,7.495,False,new
周年 习近平 主席,3,4,4,10.792,7.219,False,new
干部 同 农民,3,3,3,10.792,7.639,False,new
与敌交易法 的 部分,3,3,3,10.792,4.809,False,new
金融 养老 金融,3,4,4,10.791,8.857,False,new
会议 2015年 12月,3,3,3,10.791,7.15,False,new
处理 关于 网络,3,3,3,10.791,8.576,False,new
饰演 的 超人,3,6,2,10.79,4.841,False,new
实际上 是 广州,3,4,4,10.79,5.674,False,new
地位 2019年 至,3,4,4,10.79,8.884,False,new
还 年轻 岁,3,3,3,10.79,7.779,False,new
贸易 产生 积极,3,3,3,10.79,8.418,False,new
同胞 的 亲切,3,6,4,10.789,4.271,False,new
全面 贯彻 落实,3,5,5,10.789,8.659,False,new
一些 关于 鸡,3,4,4,10.789,7.355,False,new
产生 的 不利,3,4,4,10.789,5.292,False,new
今年 上半年 我国,3,3,3,10.789,8.036,False,new
坚持 区域 融合,3,4,4,10.788,6.422,False,new
这 张 照片,3,5,5,10.787,6.693,False,new
张 照片 这,3,5,5,10.787,7.081,False,new
非法 主张 是,3,4,4,10.787,10.085,False,new
2017年 1月 任,3,3,3,10.787,7.753,False,new
规范 与 外国,3,3,3,10.787,6.998,False,new
没有 什 么,3,9,9,10.786,9.446,False,new
技术 成果 转化,3,4,2,10.786,7.8,False,new
不 会 关上,3,3,3,10.786,6.91,False,new
为什 么 能,3,10,8,10.785,8.97,False,new
方面 信托 公司,3,4,2,10.785,9.859,False,new
单一 品种 大,3,4,4,10.785,8.428,False,new
幸福 的 壮美,3,3,3,10.785,4.927,False,new
同时 又 般,3,3,3,10.784,5.907,False,new
传感器 的 脑机,3,3,3,10.784,2.084,False,new
相 结合 同,3,4,4,10.783,9.767,False,new
港 中国 科学院,3,4,4,10.783,6.444,False,new
随着 产品 数量,3,3,3,10.783,6.078,False,new
株 就 能,3,4,4,10.782,8.303,False,new
发起 建立 美国,3,4,2,10.782,8.11,False,new
着 核心 引擎,3,3,3,10.782,8.073,False,new
同时 下 盘,3,3,3,10.782,4.098,False,new
指 其 2017年,3,3,3,10.782,6.627,False,new
表达 通过 媒体,3,3,3,10.782,8.665,False,new
团队 广发 基金,3,3,3,10.782,8.649,False,new
信念 这 事,3,3,3,10.782,4.65,False,new
文化 中心 协定,3,4,4,10.781,7.636,False,new
鸡 接 下,3,4,4,10.781,6.94,False,new
自己 需要 支付,3,4,4,10.781,8.736,False,new
联系 这 表达,3,4,4,10.781,6.965,False,new
是 一个 探索性,3,3,3,10.781,5.804,False,new
不 合格 党员,3,3,3,10.781,9.432,False,new
通知 显示 7月,3,3,3,10.781,6.395,False,new
来 湖州 践行,3,3,3,10.781,7.911,False,new
实现 临床 应用,3,3,3,10.781,8.311,False,new
人工智能 产业 规模,3,9,3,10.78,8.169,False,new
起 日 内,3,6,6,10.78,10.153,False,new
唤起 更 多,3,4,4,10.78,6.528,False,new
丁立人 不 感,3,3,3,10.78,4.727,False,new
试点 在 东北,3,3,3,10.78,6.836,False,new
引导 社会 资本,3,3,3,10.78,6.389,False,new
