term,n,freq,doc_freq,PMI,LRent,in_reference,status
tạo sự thoải,3,3,3,8.468,4.941,False,new
và phủ sóng,3,3,3,8.468,11.242,False,new
phim nghệ thuật,3,3,3,8.468,8.246,False,new
từ Trung Quốc,3,9,4,8.467,9.814,False,new
kế hoạch mới,3,3,3,8.467,6.878,False,new
xác định giá,3,5,3,8.466,7.982,False,new
hiệu suất làm,3,4,4,8.466,8.535,False,new
có xứng đáng,3,3,3,8.466,9.661,False,new
được Chính phủ,3,3,3,8.466,9.897,False,new
cái tên đang,3,3,3,8.466,9.216,False,new
xứng đáng có,3,3,3,8.466,8.291,False,new
đạo doanh nghiệp,3,6,5,8.465,7.812,False,new
khi trận đấu,3,3,3,8.465,9.684,False,new
"hình thực tế,",3,3,3,8.465,8.53,False,new
kỳ nghỉ năm,3,3,3,8.465,9.254,False,new
đưa ra lựa,3,3,3,8.465,5.033,False,new
làm sao bán,3,4,2,8.464,9.398,False,new
từ vật liệu,3,5,3,8.463,10.694,False,new
thấy chất lượng,3,4,4,8.463,8.364,False,new
nghiệp nước ngoài,3,4,2,8.463,6.96,False,new
dùng tiền mặt,3,4,3,8.463,6.75,False,new
hoặc ít nhất,3,3,3,8.463,9.937,False,new
cứu tại Đại,3,3,3,8.463,3.807,False,new
Tài vận của,3,5,3,8.462,9.271,False,new
đón nhận nhiều,3,5,3,8.462,8.906,False,new
Nhà đầu tư,3,3,3,8.462,8.933,False,new
một câu chuyện,3,13,12,8.461,9.461,False,new
cam kết của,3,10,6,8.461,9.821,False,new
tôi nhận thấy,3,11,10,8.46,8.77,False,new
nhiều trải nghiệm,3,7,7,8.46,9.574,False,new
người tiền nhiệm,3,6,4,8.46,8.053,False,new
ấn tượng khi,3,5,5,8.46,9.741,False,new
để tìm hiểu,3,4,4,8.46,10.348,False,new
Nam. Đây cũng,3,3,3,8.46,4.546,False,new
do đại dịch,3,3,3,8.46,8.341,False,new
những ai muốn,3,7,7,8.459,9.8,False,new
Trên đây là,3,6,6,8.459,10.069,False,new
các thuật toán,3,4,3,8.459,9.716,False,new
đăng ký với,3,3,3,8.459,9.921,False,new
thể chụp ảnh,3,8,6,8.458,6.861,False,new
Hà Nội cho,3,3,3,8.458,9.761,False,new
quên đi những,3,3,3,8.458,8.519,False,new
cho Hà Nội,3,3,3,8.458,10.168,False,new
học Công nghệ,3,10,6,8.457,9.355,False,new
hệ giữa con,3,4,4,8.457,7.755,False,new
kết nối toàn,3,3,2,8.457,9.073,False,new
Tiếp tục là,3,3,3,8.457,9.689,False,new
tiên phong về,3,3,3,8.457,7.259,False,new
họ tập trung,3,3,3,8.457,7.845,False,new
nằm trong danh,3,7,7,8.456,7.898,False,new
thí sinh sử,3,5,3,8.456,5.314,False,new
công nghệ 3D,3,4,3,8.456,8.943,False,new
tăng trung bình,3,3,2,8.456,8.674,False,new
khán giả cũng,3,3,2,8.456,8.187,False,new
tới mục tiêu,3,6,6,8.455,8.688,False,new
được cải tiến,3,5,5,8.455,9.652,False,new
dấu hiệu bị,3,3,3,8.455,8.537,False,new
và Vật lý,3,4,2,8.454,12.09,False,new
quản lý doanh,3,3,3,8.454,7.164,False,new
và suy nghĩ,3,3,3,8.454,11.311,False,new
các khu vực,3,16,10,8.453,10.293,False,new
đạt doanh thu,3,6,6,8.453,8.72,False,new
tượng trình diễn,3,6,3,8.453,5.544,False,new
trung tâm điều,3,5,3,8.453,7.43,False,new
tham quan hết,3,3,3,8.453,8.65,False,new
một cô bé,3,3,3,8.453,8.915,False,new
tin cá nhân,3,3,2,8.453,7.761,False,new
nhân vật chính,3,9,3,8.452,8.205,False,new
"đó, hãy đến",3,3,3,8.452,8.667,False,new
sử dụng hệ,3,11,9,8.451,7.59,False,new
cho người dân.,3,5,5,8.451,9.247,False,new
cùng cải tạo,3,4,4,8.451,9.1,False,new
và giai đoạn,3,3,2,8.451,11.701,False,new
"năm 2023, theo",3,3,3,8.451,9.562,False,new
giá bởi chuyên,3,3,3,8.451,6.952,False,new
để phù hợp,3,9,9,8.45,10.603,False,new
cao nhất kể,3,8,6,8.45,7.908,False,new
hết sức để,3,6,6,8.45,9.833,False,new
"Trước đó, vào",3,3,3,8.45,9.694,False,new
"Việt Nam, nên",3,3,3,8.45,10.281,False,new
qua ứng dụng,3,10,8,8.449,9.411,False,new
khác biệt lớn,3,5,4,8.449,9.43,False,new
triệu USD ở,3,4,2,8.449,9.588,False,new
Nam nói chung,3,3,3,8.449,4.834,False,new
chúng ta phải,3,15,9,8.448,10.418,False,new
thực hiện nhiệm,3,5,4,8.448,8.485,False,new
sân khấu được,3,3,3,8.448,9.923,False,new
kinh tế toàn,3,8,8,8.447,8.74,False,new
cho tất cả,3,20,19,8.446,11.244,False,new
chiếc smartphone mới,3,3,3,8.446,8.617,False,new
tỏa sáng trong,3,3,2,8.446,7.415,False,new
trực tiếp đến,3,10,10,8.445,10.231,False,new
quá trình sử,3,7,7,8.445,6.109,False,new
tìm kiếm một,3,6,6,8.445,9.937,False,new
công ty nghiên,3,6,6,8.445,5.66,False,new
lĩnh vực thời,3,3,3,8.445,6.022,False,new
có kế hoạch,3,17,15,8.444,10.025,False,new
nghệ thông tin,3,15,11,8.444,6.368,False,new
Chúng ta có,3,11,9,8.444,9.345,False,new
điểm khác biệt,3,8,8,8.444,8.392,False,new
bị di động,3,7,7,8.444,9.098,False,new
theo thời gian,3,15,13,8.443,10.553,False,new
chúng tôi luôn,3,4,3,8.443,9.589,False,new
dịch vụ khác,3,4,4,8.443,8.213,False,new
chết nhưng người,3,4,2,8.443,8.238,False,new
thi tại Trường,3,3,3,8.443,7.075,False,new
tiếp cận với,3,9,9,8.442,10.272,False,new
thể bỏ qua,3,9,9,8.441,7.493,False,new
một phiên bản,3,13,12,8.44,9.458,False,new
túi tiền của,3,5,5,8.44,9.734,False,new
qua hệ thống,3,5,5,8.439,8.88,False,new
bao gồm Việt,3,3,3,8.439,7.017,False,new
điện thông minh,3,3,3,8.439,8.912,False,new
xảy ra vào,3,14,14,8.438,8.72,False,new
doanh nghiệp bất,3,10,4,8.438,7.093,False,new
nằm trong khoảng,3,6,6,8.438,8.77,False,new
phát triển nền,3,5,5,8.438,7.223,False,new
bởi quá trình,3,3,3,8.438,10.271,False,new
Các sản phẩm,3,14,13,8.437,10.726,False,new
tăng sức cạnh,3,3,3,8.437,8.113,False,new
tỏ được sức,3,3,3,8.437,6.017,False,new
chiếc xe tốt,3,4,3,8.436,7.506,False,new
sẽ phụ thuộc,3,3,2,8.436,9.829,False,new
các chương trình,3,27,24,8.435,10.361,False,new
Bình chọn của,3,11,11,8.435,9.65,False,new
mục tiêu lớn,3,5,4,8.435,7.437,False,new
xác nhận thông,3,4,4,8.435,6.775,False,new
đạo cấp cao,3,3,3,8.435,7.043,False,new
trên toàn thế,3,40,36,8.434,9.207,False,new
tiếp tục mang,3,6,6,8.434,7.755,False,new
và Liên minh,3,3,3,8.434,11.461,False,new
lần liên tiếp,3,3,3,8.434,7.84,False,new
quản lý năng,3,3,2,8.434,9.348,False,new
hoàn thành bài,3,5,5,8.433,8.668,False,new
đầu danh sách,3,4,4,8.433,9.333,False,new
vọng kinh tế,3,3,3,8.433,7.588,False,new
để tìm kiếm,3,3,3,8.433,10.19,False,new
Bạn nhất định,3,3,3,8.433,9.613,False,new
đồng hành cùng,3,21,18,8.432,9.972,False,new
các khán giả,3,7,7,8.432,9.979,False,new
trường thế giới.,3,4,2,8.432,7.216,False,new
"và cộng đồng,",3,3,3,8.432,10.72,False,new
rất nhiều tiềm,3,3,3,8.432,6.873,False,new
ở thành phố,3,8,7,8.431,10.273,False,new
với khán giả,3,7,6,8.431,10.585,False,new
đổi hoàn toàn,3,5,5,8.431,6.77,False,new
"Việt Nam, nhưng",3,5,5,8.431,10.008,False,new
là thử thách,3,4,4,8.43,8.751,False,new
mẫu máy tính,3,3,3,8.429,8.196,False,new
như thế nào,3,24,19,8.428,9.923,False,new
nghiệp cổ phần,3,6,2,8.428,6.815,False,new
cách hiệu quả,3,5,5,8.428,8.624,False,new
quá trình tìm,3,4,4,8.428,7.706,False,new
bước sang năm,3,4,4,8.428,9.249,False,new
cho trí tuệ,3,3,2,8.428,6.833,False,new
ảnh Trung Quốc,3,3,2,8.428,7.368,False,new
quan trọng hơn,3,11,11,8.427,9.374,False,new
có ý nghĩa,3,10,10,8.427,8.948,False,new
điều kiện tốt,3,5,4,8.427,8.243,False,new
Việt Nam kiểm,3,5,2,8.427,6.787,False,new
vấn đề phát,3,4,4,8.427,6.194,False,new
năm đại họa,3,4,2,8.427,8.803,False,new
hiểu thị trường,3,3,2,8.427,8.828,False,new
dàng thực hiện,3,3,3,8.427,4.995,False,new
chứng chỉ tiếng,3,3,2,8.427,8.792,False,new
đã trải qua,3,22,19,8.426,11.416,False,new
để xác định,3,10,9,8.426,11.514,False,new
tham dự cuộc,3,8,4,8.426,8.189,False,new
thể chia sẻ,3,4,3,8.426,6.257,False,new
tác phẩm siêu,3,3,2,8.426,7.644,False,new
thú vị khi,3,3,3,8.426,9.721,False,new
Rất có thể,3,7,6,8.425,8.777,False,new
vinh danh là,3,7,7,8.425,8.288,False,new
sản phẩm Galaxy,3,7,6,8.425,7.807,False,new
Để đạt được,3,5,5,8.425,10.112,False,new
từ khán giả,3,3,3,8.425,10.654,False,new
đạt mức tăng,3,5,5,8.424,8.83,False,new
của World Cup,3,4,3,8.424,10.553,False,new
cạnh khả năng,3,4,3,8.424,7.858,False,new
hình khí hậu,3,3,2,8.423,8.251,False,new
tâm dự báo,3,3,2,8.423,7.158,False,new
các hoạt động,3,76,52,8.422,10.4,False,new
Thái Lan và,3,8,7,8.422,11.023,False,new
phải vượt qua,3,5,5,8.421,9.682,False,new
chuyên gia đánh,3,4,4,8.421,6.296,False,new
thu hút người,3,7,7,8.42,9.119,False,new
quan hệ cá,3,3,2,8.42,6.392,False,new
sản phẩm chiến,3,15,3,8.419,7.257,False,new
tại thành phố,3,9,9,8.419,10.163,False,new
cùng gia đình,3,5,5,8.419,9.186,False,new
đưa bóng vào,3,4,3,8.419,9.361,False,new
sân chơi ở,3,4,4,8.419,9.378,False,new
thí sinh đều,3,3,3,8.419,7.937,False,new
thế hệ thứ,3,11,8,8.418,9.205,False,new
đã chính thức,3,64,54,8.417,11.092,False,new
so với phiên,3,10,8,8.417,5.224,False,new
giải thưởng khác,3,4,3,8.417,8.781,False,new
"Tuy nhiên, thời",3,3,3,8.417,8.649,False,new
sản phẩm tốt,3,18,11,8.416,8.089,False,new
đã quay trở,3,8,8,8.416,8.006,False,new
phát triển dòng,3,4,4,8.416,9.019,False,new
nằm trong nhóm,3,3,3,8.416,8.846,False,new
ra mắt vào,3,35,20,8.415,9.393,False,new
lượng sử dụng,3,12,7,8.415,8.58,False,new
khách hàng trẻ,3,5,3,8.415,8.878,False,new
thể chấp nhận,3,4,3,8.415,6.726,False,new
viên tên tuổi,3,3,3,8.415,7.414,False,new
Chúng tôi đã,3,8,8,8.414,9.988,False,new
chuyên gia hàng,3,16,14,8.413,9.65,False,new
chính thức diễn,3,15,15,8.413,8.689,False,new
và Thành Công,3,4,4,8.413,9.708,False,new
trong lúc chờ,3,3,3,8.413,10.11,False,new
dấu sự chuyển,3,3,3,8.413,6.365,False,new
làm thay đổi,3,9,9,8.412,9.509,False,new
để giới thiệu,3,5,5,8.412,10.213,False,new
nghệ sạc không,3,5,3,8.412,6.375,False,new
quả cuối cùng,3,3,3,8.412,7.446,False,new
còn chưa đầy,3,4,3,8.411,9.388,False,new
năm nay. Thế,3,3,3,8.411,7.139,False,new
chuyên Đại học,3,3,2,8.411,9.92,False,new
doanh thu tỷ,3,8,6,8.41,7.206,False,new
của thủ đô,3,5,5,8.41,9.504,False,new
thủ đô của,3,5,5,8.41,9.227,False,new
hoạt động hết,3,4,4,8.41,8.221,False,new
phim ảnh Hoa,3,3,2,8.41,5.18,False,new
nổi tiếng tại,3,5,5,8.409,10.35,False,new
gia tăng kỷ,3,4,2,8.409,5.461,False,new
khiến hàng loạt,3,3,3,8.409,8.886,False,new
nhất trong bốn,3,3,2,8.409,7.674,False,new
Đó là lý,3,9,8,8.408,9.339,False,new
hướng tới đối,3,5,5,8.408,6.76,False,new
sẽ xây dựng,3,3,3,8.408,10.362,False,new
cơ hội kinh,3,9,6,8.407,6.815,False,new
kiện ra mắt,3,8,7,8.407,6.277,False,new
startup công nghệ,3,5,4,8.407,8.244,False,new
nhân viên hỗ,3,4,2,8.407,4.653,False,new
phố tại đây,3,3,3,8.407,4.71,False,new
kế hoạch đầu,3,5,4,8.406,6.034,False,new
tiêu tăng trưởng,3,4,3,8.406,8.053,False,new
trước đối thủ,3,4,3,8.406,9.992,False,new
"những nghệ nhân,",3,3,3,8.406,8.207,False,new
biệt hoàn toàn,3,3,3,8.405,5.519,False,new
mẫu xe này,3,10,5,8.404,8.446,False,new
cuối cùng vẫn,3,6,6,8.404,8.44,False,new
tập trung phát,3,5,4,8.404,7.46,False,new
chúng ta biết,3,5,5,8.404,9.798,False,new
và đăng ký,3,5,4,8.404,11.111,False,new
những dữ liệu,3,4,3,8.404,9.65,False,new
cho cảm giác,3,6,6,8.403,10.664,False,new
thể sở hữu,3,4,4,8.403,6.686,False,new
việc sử dụng,3,21,21,8.402,9.631,False,new
có quy mô,3,9,9,8.402,8.732,False,new
chấn thương của,3,4,4,8.402,9.489,False,new
giá khoảng triệu,3,4,4,8.402,8.146,False,new
một cơ hội.,3,3,3,8.402,8.563,False,new
trên xe ô,3,4,2,8.401,7.277,False,new
không khí lễ,3,4,2,8.401,8.741,False,new
một vai trò,3,3,3,8.401,8.787,False,new
bài thi tổ,3,3,3,8.401,5.012,False,new
bình cao nhất,3,10,2,8.4,8.657,False,new
sống hiện đại,3,6,4,8.4,6.679,False,new
quả như mong,3,3,3,8.4,4.743,False,new
chúng ta cái,3,3,3,8.4,8.505,False,new
khoa học máy,3,3,3,8.399,7.444,False,new
bị bộ vi,3,3,3,8.399,7.02,False,new
"năm 2019, chúng",3,3,3,8.399,6.764,False,new
gia tăng nhanh,3,6,6,8.398,6.265,False,new
khả năng tương,3,5,5,8.398,6.395,False,new
phát trực tiếp,3,4,3,8.397,8.171,False,new
nhanh hơn so,3,3,2,8.397,5.136,False,new
đang xảy ra,3,6,6,8.396,10.307,False,new
chiếu vào ngày,3,5,3,8.396,8.751,False,new
thành tựu công,3,4,2,8.396,8.041,False,new
dễ dàng được,3,3,3,8.396,10.304,False,new
đi du học,3,3,2,8.396,10.643,False,new
Chính phủ và,3,5,5,8.395,11.094,False,new
cho nghiên cứu,3,3,3,8.395,10.757,False,new
nghiên cứu cho,3,3,3,8.395,9.294,False,new
trong những vịnh,3,3,3,8.395,7.658,False,new
kịp thời khi,3,3,3,8.395,9.221,False,new
của con người.,3,14,12,8.394,10.771,False,new
"trước đến nay,",3,7,7,8.394,10.345,False,new
được bảo vệ,3,6,6,8.394,9.142,False,new
hàng nổi tiếng,3,4,4,8.394,8.787,False,new
tham gia vào,3,34,31,8.393,9.778,False,new
nền tảng của,3,10,9,8.393,10.258,False,new
những lựa chọn,3,7,7,8.393,9.703,False,new
ty đạt tỷ,3,3,3,8.393,3.671,False,new
khẩu và nhu,3,3,2,8.393,2.981,False,new
Trung tâm dự,3,3,2,8.393,7.288,False,new
trả lời cho,3,4,4,8.392,9.155,False,new
thí sinh cần,3,4,4,8.392,8.671,False,new
hệ thống bán,3,3,2,8.392,8.172,False,new
đồng nghĩa với,3,15,14,8.391,10.351,False,new
cấu trúc của,3,3,3,8.391,9.687,False,new
một tập đoàn,3,11,9,8.39,9.382,False,new
trợ doanh nghiệp,3,7,7,8.39,6.612,False,new
mục quan trọng,3,3,3,8.39,7.268,False,new
này hỗ trợ,3,4,4,8.389,10.311,False,new
Với việc sở,3,3,3,8.389,8.079,False,new
và tinh tế.,3,3,3,8.389,11.213,False,new
xem xét các,3,5,5,8.388,9.479,False,new
giới thiệu vào,3,4,4,8.388,7.971,False,new
cho nhu cầu,3,9,9,8.387,10.894,False,new
theo thứ tự,3,6,6,8.387,9.616,False,new
Trung Quốc đang,3,3,2,8.387,9.448,False,new
chế tạo xe,3,3,3,8.387,8.367,False,new
biểu tượng cho,3,4,3,8.386,8.991,False,new
tổ chức lớn,3,4,4,8.386,8.16,False,new
mở rộng ra,3,3,3,8.386,9.628,False,new
họa tiết được,3,3,2,8.386,8.432,False,new
Công nghệ thông,3,7,6,8.385,7.985,False,new
và Chủ tịch,3,3,3,8.385,10.856,False,new
nâng cao tính,3,3,3,8.385,8.713,False,new
vô cùng đáng,3,3,3,8.385,8.824,False,new
phủ Việt Nam,3,6,5,8.384,7.565,False,new
giao lưu với,3,6,6,8.383,10.509,False,new
kỳ quan trọng,3,4,4,8.383,8.001,False,new
dần đi đến,3,3,2,8.383,8.983,False,new
chứng kiến hàng,3,4,4,8.382,9.371,False,new
đồng bộ hóa,3,4,3,8.382,9.402,False,new
đầu tư thiên,3,3,3,8.382,7.772,False,new
Tất cả các,3,9,8,8.381,9.807,False,new
Khi khách hàng,3,3,3,8.381,9.997,False,new
trị giá gần,3,3,3,8.381,5.78,False,new
số đáng kể,3,3,3,8.381,7.145,False,new
các doanh nghiệp,3,90,49,8.38,10.222,False,new
trường nước ngoài,3,5,4,8.38,7.778,False,new
phiên bản giá,3,3,3,8.38,8.56,False,new
đối mặt với,3,40,33,8.379,10.529,False,new
mãn là chính,3,6,4,8.379,6.412,False,new
động tích cực,3,4,4,8.379,7.53,False,new
mang theo mỗi,3,3,2,8.379,9.63,False,new
tôi quyết tâm,3,3,3,8.378,8.31,False,new
vào năm ngoái.,3,3,3,8.378,8.63,False,new
ra thị trường.,3,3,2,8.378,8.67,False,new
các báo cáo,3,7,6,8.377,9.232,False,new
đặt khách hàng,3,7,5,8.377,9.402,False,new
tự nhiên mà,3,4,4,8.377,9.793,False,new
"cách nào đó,",3,4,4,8.377,9.37,False,new
toàn xã hội,3,3,2,8.377,9.058,False,new
Trong buổi ra,3,3,2,8.377,10.916,False,new
nào sẽ giành,3,3,3,8.377,7.248,False,new
bàn thắng của,3,9,5,8.376,10.315,False,new
tại Đông Nam,3,5,5,8.376,11.118,False,new
mức dự báo,3,3,2,8.376,7.844,False,new
của nhiếp ảnh,3,3,2,8.376,11.117,False,new
liên tưởng đến,3,3,3,8.376,10.462,False,new
thi trang phục,3,3,3,8.376,6.933,False,new
trên bản đồ,3,7,6,8.375,10.093,False,new
mọi hoạt động,3,7,7,8.375,9.755,False,new
hệ cá nhân,3,3,2,8.375,8.455,False,new
xác lên tới,3,3,3,8.375,8.907,False,new
vừa công bố,3,8,8,8.374,9.73,False,new
kinh tế chia,3,3,3,8.374,6.628,False,new
tự hào của,3,12,10,8.373,11.027,False,new
đảm bảo được,3,8,7,8.373,9.577,False,new
hỗ trợ người,3,7,6,8.373,9.585,False,new
chính thức mở,3,5,5,8.373,8.436,False,new
là dịp mọi,3,4,4,8.373,9.104,False,new
và triệu tiệm,3,3,3,8.373,8.491,False,new
diện tích lớn,3,3,3,8.373,6.777,False,new
mới mẻ với,3,3,3,8.373,11.131,False,new
khách đều thấy,3,3,3,8.373,9.507,False,new
cũng không quên,3,9,9,8.372,9.803,False,new
hỗ trợ cho,3,8,8,8.372,9.732,False,new
bạn cảm thấy,3,8,7,8.372,9.792,False,new
bỏ tiền vào,3,4,2,8.372,8.73,False,new
đây là gợi,3,3,2,8.372,6.76,False,new
chính thức bắt,3,6,5,8.371,7.2,False,new
Ông cho rằng,3,5,5,8.371,9.703,False,new
nhất Đông Nam,3,4,3,8.371,9.686,False,new
"Trước đó, khi",3,3,3,8.371,10.449,False,new
loạt thành tích,3,3,3,8.371,6.141,False,new
trung những nét,3,3,3,8.371,7.317,False,new
Một nhân viên,3,5,3,8.37,10.759,False,new
chính sách tài,3,4,3,8.37,8.451,False,new
quá xuất sắc,3,4,4,8.37,8.936,False,new
thấp hơn điểm,3,3,3,8.37,9.073,False,new
cho kỳ nghỉ,3,3,3,8.37,9.439,False,new
thương hiệu thời,3,10,4,8.369,7.677,False,new
mục tiêu phát,3,6,6,8.369,5.878,False,new
phần thay đổi,3,5,3,8.369,8.628,False,new
năm đáng nhớ,3,4,4,8.369,8.939,False,new
Một thông tin,3,4,4,8.369,10.335,False,new
đàn ông đã,3,4,2,8.369,7.665,False,new
phim Tết năm,3,4,2,8.369,9.056,False,new
thì chúng ta,3,10,8,8.368,10.085,False,new
thể tồn tại,3,5,5,8.368,7.617,False,new
bị hệ thống,3,8,6,8.367,8.825,False,new
cường công tác,3,3,2,8.367,5.845,False,new
đơn vị phát,3,3,3,8.367,7.223,False,new
trả lời được,3,5,5,8.366,9.793,False,new
tải một bài,3,3,3,8.366,5.879,False,new
Vũ Việt Nam,3,3,2,8.366,8.944,False,new
nên các KTS,3,3,3,8.366,6.723,False,new
không xem đáp,3,3,2,8.366,7.628,False,new
ngành công nghệ,3,29,21,8.365,9.27,False,new
được hỗ trợ,3,10,10,8.365,10.613,False,new
đang chuẩn bị,3,7,6,8.365,11.119,False,new
cũng góp mặt,3,6,4,8.365,10.631,False,new
sự nóng lên,3,4,4,8.365,9.596,False,new
công cụ mạnh,3,4,4,8.365,8.681,False,new
cho phép khách,3,7,7,8.364,8.886,False,new
nhưng tất cả,3,5,5,8.364,11.21,False,new
sở hữu nhiều,3,3,2,8.364,9.16,False,new
cùng nhìn lại,3,12,10,8.363,10.374,False,new
thành chương trình,3,8,4,8.363,9.707,False,new
nhiều dấu hiệu,3,5,3,8.363,9.273,False,new
hạng mục đầu,3,4,3,8.363,7.037,False,new
sự thu hút,3,4,4,8.363,8.3,False,new
từ trước đó.,3,3,3,8.363,10.131,False,new
bị màn hình,3,14,11,8.362,8.822,False,new
đạt mức tỷ,3,3,3,8.362,7.861,False,new
có tốc độ,3,12,12,8.361,10.813,False,new
Đầu tiên là,3,4,4,8.361,9.424,False,new
hay bất kỳ,3,3,3,8.361,10.148,False,new
giá trị lớn,3,7,4,8.36,8.199,False,new
của Ban lãnh,3,3,3,8.36,7.645,False,new
cổ tức trong,3,5,2,8.359,9.286,False,new
CES diễn ra,3,3,3,8.359,7.429,False,new
dữ liệu và,3,8,7,8.358,10.919,False,new
quy định mới,3,7,5,8.358,9.058,False,new
tăng trưởng doanh,3,6,5,8.358,7.937,False,new
số giá vàng,3,4,2,8.358,8.065,False,new
chiến thắng trên,3,4,2,8.358,9.715,False,new
chỉ xếp sau,3,3,3,8.358,9.036,False,new
những lãnh đạo,3,3,3,8.358,8.9,False,new
độc thân sẽ,3,3,2,8.357,9.387,False,new
Đồng tình với,3,3,3,8.357,9.762,False,new
nhà phát triển,3,19,11,8.356,8.835,False,new
đặc biệt khi,3,9,9,8.356,11.078,False,new
tên tuổi như,3,8,8,8.356,9.6,False,new
tiện lợi và,3,7,7,8.356,10.272,False,new
chứng minh cho,3,6,6,8.356,9.593,False,new
các thương hiệu,3,40,29,8.355,9.772,False,new
để kết nối,3,10,10,8.355,10.608,False,new
"của mình, nâng",3,4,2,8.355,8.719,False,new
bất kể ngày,3,3,3,8.355,10.724,False,new
tiếp cận này,3,3,3,8.355,9.188,False,new
sẽ tổ chức,3,15,14,8.354,10.576,False,new
này đặc biệt,3,8,8,8.354,9.435,False,new
giới truyền thông,3,6,6,8.354,6.231,False,new
nghiêm trọng của,3,6,5,8.354,9.978,False,new
trang bị khả,3,5,5,8.354,4.404,False,new
không phải vậy.,3,3,3,8.354,9.308,False,new
xếp thứ tại,3,3,3,8.354,8.773,False,new
áp lực cho,3,6,4,8.353,9.642,False,new
nó có nghĩa,3,6,4,8.353,7.81,False,new
"xuống, những người",3,4,2,8.353,7.544,False,new
điểm nhận hồ,3,3,2,8.353,7.35,False,new
nhận đến lương,3,4,2,8.352,8.273,False,new
giới khoa học,3,4,2,8.352,8.254,False,new
ảnh đại diện,3,4,3,8.352,7.825,False,new
mê công nghệ,3,4,3,8.352,6.699,False,new
phẩm cung cấp,3,3,3,8.352,6.189,False,new
các sản phẩm,3,147,88,8.351,10.316,False,new
các hệ thống,3,32,21,8.351,10.128,False,new
của công ty.,3,11,9,8.351,9.495,False,new
hàng chục năm,3,3,3,8.351,9.588,False,new
khả năng chi,3,3,3,8.351,5.964,False,new
vụ án hình,3,6,2,8.35,7.386,False,new
"nghiệp, sản phẩm",3,3,3,8.35,6.753,False,new
nhất hành tinh,3,7,5,8.349,7.742,False,new
kinh tế Trung,3,3,3,8.349,7.565,False,new
thứ ba trên,3,3,3,8.349,9.516,False,new
trở nên vô,3,3,3,8.349,7.452,False,new
tái xuất về,3,4,2,8.348,9.502,False,new
nhất Hoa hậu,3,3,2,8.348,8.792,False,new
nhiều khả năng,3,20,15,8.347,9.892,False,new
dao động trong,3,4,4,8.347,7.704,False,new
tham gia lĩnh,3,4,4,8.347,5.551,False,new
nay bộ phim,3,3,3,8.347,7.051,False,new
đề cử từ,3,3,3,8.347,9.104,False,new
tổ chức khác,3,3,3,8.347,8.13,False,new
các nhu cầu,3,11,11,8.346,9.805,False,new
tháng năm nay.,3,10,10,8.346,8.835,False,new
góp phần làm,3,5,5,8.346,8.372,False,new
cao ý thức,3,5,3,8.346,9.802,False,new
kết quả tích,3,4,4,8.345,8.537,False,new
những nghiên cứu,3,3,3,8.345,9.299,False,new
vụ khách hàng,3,11,8,8.344,7.492,False,new
về quản lý,3,5,5,8.344,10.646,False,new
sức sáng tạo,3,5,5,8.344,8.325,False,new
đánh giá rất,3,10,8,8.343,8.552,False,new
hiệu thời trang,3,9,3,8.343,7.263,False,new
sẽ kết thúc,3,8,8,8.343,8.045,False,new
từ góc độ,3,3,3,8.343,10.953,False,new
"vào năm 2019,",3,8,5,8.342,9.429,False,new
thông minh hơn,3,6,6,8.342,10.053,False,new
trong tuần liên,3,3,2,8.342,8.732,False,new
vẫn nhìn thấy,3,3,3,8.342,10.465,False,new
xử trong đêm,3,3,3,8.342,7.258,False,new
"công nghệ, mà",3,5,5,8.341,10.116,False,new
"và Trung Quốc,",3,3,3,8.34,11.054,False,new
vì tập trung,3,3,3,8.34,8.646,False,new
chúng tôi dành,3,3,3,8.34,6.547,False,new
không chỉ dừng,3,7,7,8.339,8.07,False,new
có vẻ khá,3,5,5,8.339,10.453,False,new
đã giành chiến,3,4,4,8.339,8.922,False,new
về Hoa hậu,3,4,4,8.339,9.999,False,new
việc điều chỉnh,3,3,3,8.339,8.178,False,new
bao gồm những,3,8,8,8.338,10.383,False,new
thương hiệu khác,3,5,4,8.338,8.823,False,new
"và phát triển,",3,4,4,8.338,10.54,False,new
tiềm năng để,3,4,4,8.338,9.383,False,new
phải chờ tới,3,3,3,8.338,9.9,False,new
các lựa chọn,3,8,6,8.337,10.072,False,new
những chuyến đi,3,5,5,8.337,9.799,False,new
với thiên nhiên,3,3,3,8.337,10.413,False,new
được bán ra.,3,3,2,8.337,9.706,False,new
trang bị thêm,3,4,3,8.336,8.563,False,new
những con robot,3,3,2,8.336,8.42,False,new
ty công nghệ,3,36,21,8.335,5.691,False,new
nhưng cuối cùng,3,8,6,8.335,11.56,False,new
tự lái của,3,7,3,8.335,11.027,False,new
"với khách hàng,",3,5,5,8.335,9.867,False,new
bán cổ phần,3,3,3,8.335,9.552,False,new
các hiệp định,3,3,3,8.335,10.395,False,new
tỏ ra rất,3,3,3,8.335,6.549,False,new
ở bất kỳ,3,8,7,8.334,10.109,False,new
và phân phối,3,5,5,8.334,9.654,False,new
nhiều câu chuyện,3,5,5,8.334,9.283,False,new
Với thiết kế,3,3,3,8.334,9.887,False,new
hiệu quả hơn,3,8,8,8.333,8.464,False,new
ở Trung Quốc,3,5,5,8.333,10.01,False,new
các bài toán,3,5,4,8.333,9.716,False,new
công nghiệp ô,3,8,6,8.332,6.509,False,new
